SITE CODE= 77029 ëÂç„ñkãÊíÉâÆí¨
 LAT.=   34.7054
 LON.=  135.5023
 SAMPLING RATE= 100Hz
 UNIT  = gal(cm/s/s)
INITIAL TIME = 2018 06 18 07 58 20
 NS,EW,UD
6.257,2.421,0.873
5.602,2.250,1.268
5.009,1.673,0.829
3.971,1.153,-0.417
2.737,0.481,-1.664
0.960,-0.584,-2.261
-0.666,-1.743,-2.236
-0.800,-2.609,-1.946
0.276,-2.985,-1.811
2.226,-3.022,-1.189
4.280,-2.636,0.148
5.327,-2.331,1.402
5.160,-2.355,2.093
3.890,-2.292,1.571
2.233,-2.130,-0.030
1.148,-1.732,-1.105
0.666,-1.476,-1.076
0.529,-1.527,-0.881
0.749,-1.775,-0.684
0.782,-2.303,-0.108
0.292,-2.610,0.913
-0.147,-2.280,2.602
-0.445,-1.026,4.199
-0.917,0.308,4.673
-1.508,0.922,4.565
-1.923,1.081,4.182
-2.313,0.583,3.287
-3.103,-0.144,2.654
-4.074,-0.889,2.507
-4.709,-1.915,2.478
-4.682,-2.730,3.108
-4.119,-2.933,4.134
-3.128,-2.688,4.522
-2.311,-2.489,4.464
-2.452,-2.030,4.384
-2.643,-1.162,4.321
-2.408,-0.294,4.490
-2.404,0.730,4.362
-2.603,1.228,3.033
-3.315,0.849,0.843
-4.718,0.339,-1.234
-5.436,-0.589,-2.132
-5.200,-1.830,-1.548
-5.118,-2.740,-0.918
-4.658,-3.518,-0.911
-4.067,-4.033,-0.801
-3.779,-3.957,-0.378
-2.647,-3.239,0.094
-1.684,-2.197,0.709
-1.406,-1.564,1.934
-0.893,-1.479,3.174
-0.473,-1.340,3.355
0.436,-1.098,2.510
1.542,-1.040,1.094
1.956,-0.890,0.266
2.630,-0.951,0.708
3.453,-1.379,0.874
3.904,-1.962,0.176
4.178,-2.771,-0.447
3.765,-3.150,-1.313
3.070,-3.134,-2.031
2.853,-2.707,-2.038
2.795,-1.880,-2.632
3.039,-1.919,-3.674
3.464,-2.560,-4.448
3.568,-3.106,-5.368
3.937,-3.232,-5.921
4.498,-2.702,-5.631
4.504,-2.221,-4.521
3.949,-1.660,-2.613
2.842,-0.823,0.073
1.743,0.554,2.942
1.304,2.551,4.706
1.063,4.179,5.428
0.461,5.690,5.380
-0.228,7.091,5.022
-0.599,7.728,5.248
-0.853,8.105,5.064
-0.995,7.990,4.092
-0.998,7.166,2.996
-0.618,6.388,1.694
0.579,5.601,0.745
1.609,4.824,0.391
1.722,4.417,0.324
1.486,3.984,0.786
1.428,3.128,1.410
1.739,2.042,1.733
2.006,1.089,1.973
1.820,0.286,1.743
1.404,-0.463,1.226
0.973,-1.240,1.270
0.605,-2.074,1.562
0.380,-2.791,2.087
0.212,-3.371,2.733
0.058,-3.740,2.698
-0.135,-3.787,2.291
-0.352,-3.613,1.820
-0.597,-3.343,0.948
-1.285,-2.838,-0.090
-2.127,-1.880,-0.751
-2.794,-0.821,-0.770
-3.261,0.171,-0.151
-2.609,1.373,0.635
-1.260,2.708,0.862
-0.253,3.921,0.499
0.650,4.642,-0.122
1.155,4.628,-0.704
1.196,4.039,-0.752
0.951,3.084,-0.093
0.123,1.938,0.744
-0.815,0.678,1.294
-1.442,-0.682,1.960
-1.984,-1.682,2.820
-2.660,-2.040,3.551
-3.550,-2.283,4.122
-4.348,-2.599,3.886
-4.532,-3.253,2.546
-4.402,-4.621,0.475
-4.631,-6.061,-1.748
-5.141,-7.161,-3.105
-5.332,-7.807,-3.606
-4.577,-7.965,-3.878
-3.391,-8.154,-4.146
-2.622,-8.294,-4.384
-2.219,-8.134,-4.019
-2.357,-7.624,-2.937
-2.690,-6.449,-1.447
-2.566,-4.925,0.137
-2.156,-3.824,0.944
-1.640,-3.185,0.378
-1.334,-2.718,-0.571
-1.497,-2.411,-0.475
-2.179,-2.089,0.101
-3.108,-2.002,0.262
-3.514,-2.163,-0.018
-3.444,-1.909,-0.764
-3.024,-1.081,-1.168
-2.242,0.276,-0.828
-1.614,1.366,-0.782
-1.051,1.605,-1.604
-0.762,1.385,-2.581
-1.347,0.901,-3.527
-2.405,0.345,-4.295
-3.172,-0.400,-4.522
-3.120,-0.993,-5.052
-2.077,-1.346,-5.514
-0.768,-1.681,-5.584
0.255,-1.572,-5.934
0.916,-1.827,-6.129
0.786,-2.484,-6.014
0.275,-2.830,-5.347
-0.177,-3.067,-4.299
-0.506,-2.856,-3.548
-0.619,-2.207,-3.499
-1.067,-1.127,-4.450
-1.330,0.411,-5.085
-1.248,1.885,-4.347
-1.493,3.151,-2.534
-1.715,4.089,-0.335
-2.036,4.768,0.824
-2.283,5.233,0.429
-2.118,5.254,-0.145
-2.519,4.735,0.366
-3.866,3.711,1.740
-5.186,2.532,3.307
-5.728,1.553,4.040
-5.445,0.888,3.285
-4.317,0.318,2.580
-2.787,-0.296,3.054
-1.600,-0.770,4.034
-0.858,-1.251,5.101
-0.376,-1.880,5.425
0.113,-2.618,3.872
0.862,-3.367,0.908
1.810,-3.706,-1.969
2.561,-3.453,-3.837
2.939,-3.120,-4.463
3.331,-2.926,-4.138
4.020,-2.366,-3.971
5.213,-1.551,-4.038
6.496,-0.895,-3.386
7.107,-0.250,-2.601
7.409,0.147,-1.921
7.394,0.023,-1.042
6.835,-0.327,-1.035
6.463,-0.731,-1.516
6.191,-0.977,-1.525
5.688,-0.549,-1.748
5.444,0.460,-1.943
5.359,1.573,-1.547
4.901,2.766,-0.823
4.037,3.706,0.040
3.143,3.973,0.517
2.607,3.681,0.395
2.262,3.104,0.229
1.916,2.665,0.406
1.678,2.316,0.479
1.657,1.898,-0.364
2.089,1.718,-1.946
2.725,1.497,-3.117
3.284,1.032,-2.936
3.821,0.708,-1.824
4.033,0.566,-1.135
3.784,0.698,-1.032
3.111,1.208,-0.578
2.422,1.922,0.695
2.458,2.594,2.625
2.998,3.061,4.218
3.543,3.385,4.626
3.799,3.283,4.211
3.279,2.579,3.393
2.332,1.689,2.552
1.675,0.938,2.003
1.514,0.483,1.726
1.361,0.176,1.653
0.763,-0.005,1.596
0.563,0.281,1.740
0.816,1.106,1.713
0.814,2.315,1.448
0.560,3.551,2.005
-0.021,4.775,2.967
-0.409,6.222,3.598
-0.309,7.628,4.013
-0.015,8.582,4.007
0.140,8.667,3.465
-0.043,7.967,2.636
0.047,6.953,2.123
0.457,5.864,1.922
1.128,5.106,2.017
2.047,4.712,2.627
2.634,4.466,3.080
3.205,4.507,3.413
3.806,4.695,3.844
3.952,4.553,4.218
3.699,3.838,4.726
3.450,2.863,4.736
3.683,1.721,4.161
3.919,0.124,3.699
3.611,-1.614,3.225
3.041,-3.106,2.771
2.326,-4.327,2.469
1.568,-4.916,1.958
1.068,-4.530,1.750
0.855,-3.543,2.412
0.719,-2.189,3.038
0.826,-0.290,3.339
1.119,1.591,3.431
1.047,2.542,2.995
0.393,2.385,2.871
-0.970,1.657,3.020
-2.518,0.933,2.446
-3.629,0.200,1.395
-4.541,-0.369,0.190
-5.111,-0.237,-0.373
-5.454,0.561,0.131
-5.602,1.588,0.768
-4.921,2.188,1.234
-3.678,2.035,1.383
-2.281,1.653,1.733
-1.242,1.454,2.871
-0.983,1.250,3.583
-0.998,0.453,3.364
-1.320,-1.175,2.296
-1.520,-2.902,0.632
-0.967,-4.095,-0.477
-0.337,-4.450,-1.215
0.275,-3.978,-1.903
0.838,-3.196,-2.214
1.168,-2.125,-2.542
1.428,-1.140,-2.816
1.046,-0.865,-3.003
0.380,-0.932,-3.403
0.363,-1.133,-3.930
1.114,-1.075,-4.441
2.381,-0.559,-4.411
3.015,-0.217,-4.147
2.785,-0.001,-4.361
2.168,0.053,-4.663
0.672,0.030,-5.051
-0.797,0.187,-5.525
-1.377,0.080,-5.777
-1.853,0.138,-5.854
-2.192,0.385,-5.545
-2.045,0.131,-4.888
-1.443,-0.276,-3.698
-1.115,-0.778,-1.854
-2.025,-1.315,-0.290
-3.025,-1.655,0.082
-2.801,-2.273,-0.884
-2.116,-2.997,-2.118
-2.032,-3.202,-2.349
-2.329,-3.078,-1.570
-2.283,-2.970,-0.910
-2.308,-2.884,-1.326
-2.956,-2.985,-2.140
-3.447,-3.161,-2.511
-2.929,-3.187,-2.445
-2.272,-2.986,-2.099
-2.474,-2.267,-1.940
-2.774,-1.295,-2.164
-2.679,-0.240,-2.445
-2.585,0.786,-2.507
-2.885,1.449,-2.483
-3.146,1.600,-2.354
-2.960,1.238,-1.998
-2.940,1.071,-1.902
-2.487,0.775,-1.735
-1.929,0.552,-1.356
-2.339,0.773,-1.493
-2.782,0.438,-1.425
-3.176,0.348,-0.775
-3.157,0.568,-0.091
-2.284,1.089,0.490
-1.324,2.022,0.594
-0.146,2.227,0.338
0.881,2.201,-0.208
1.547,1.815,-1.222
2.209,1.211,-2.519
2.598,0.688,-3.845
2.707,-0.329,-4.315
2.465,-1.203,-3.797
2.119,-1.905,-3.061
2.301,-2.324,-2.345
2.719,-2.473,-1.907
2.712,-2.871,-1.714
2.366,-3.073,-1.361
1.991,-2.774,-0.995
1.821,-1.823,-0.965
1.876,-0.834,-1.017
1.836,-0.367,-0.804
1.754,-0.029,-0.497
1.612,0.135,-0.150
1.244,0.232,0.230
0.983,0.099,0.779
0.870,-0.242,1.801
0.624,-0.386,3.064
0.259,-0.488,4.024
-0.264,-0.417,4.093
-0.957,-0.419,3.548
-1.716,-0.516,3.092
-2.410,-0.685,2.847
-2.770,-1.163,2.910
-2.818,-1.613,2.595
-2.730,-1.994,1.559
-2.498,-2.048,1.284
-2.357,-1.938,2.301
-2.495,-1.881,3.474
-2.568,-1.902,4.402
-2.550,-2.383,5.152
-2.834,-2.704,5.494
-3.271,-2.640,5.558
-3.322,-2.552,5.313
-2.892,-2.580,4.267
-2.065,-2.624,2.526
-0.817,-2.249,0.970
0.165,-1.804,-0.039
0.592,-1.385,-0.447
1.088,-0.686,-0.089
1.643,0.004,0.444
2.100,0.317,0.979
2.224,0.109,1.612
2.051,-0.097,1.884
2.161,-0.251,2.085
2.045,-0.729,2.344
1.513,-1.089,2.377
1.154,-1.301,2.379
0.905,-1.480,2.276
0.761,-1.495,1.892
0.561,-1.504,1.363
0.260,-1.210,1.128
0.094,-0.510,1.390
0.094,0.167,2.112
0.440,0.596,3.330
0.681,0.846,4.254
0.603,1.096,4.599
0.423,1.172,4.753
-0.063,1.150,4.423
-0.352,1.222,4.033
-0.320,1.230,3.637
-0.338,1.498,2.813
-0.402,1.976,2.461
-0.738,2.408,2.565
-1.104,2.964,2.450
-1.457,3.141,2.311
-1.798,3.018,1.986
-1.756,2.918,1.601
-1.715,2.518,1.878
-1.762,2.335,2.769
-1.463,2.343,3.841
-0.801,2.108,4.609
-0.023,1.943,4.513
0.402,1.652,3.870
0.176,1.325,3.092
-0.203,1.022,2.239
-0.334,0.276,1.403
-0.398,-0.741,0.387
-0.315,-1.750,-0.752
-0.033,-2.343,-2.038
0.677,-2.397,-3.244
1.601,-2.286,-3.654
1.886,-2.011,-3.249
1.869,-1.736,-2.321
1.987,-1.567,-1.290
2.192,-1.443,-0.968
2.664,-1.578,-1.636
3.270,-2.047,-2.667
3.718,-2.741,-3.401
3.793,-3.443,-3.451
3.509,-4.017,-2.900
2.858,-4.368,-2.433
1.903,-4.440,-2.256
0.914,-4.221,-2.114
0.067,-3.554,-1.800
-0.813,-2.644,-1.212
-2.055,-1.996,-0.499
-3.171,-1.702,0.292
-3.796,-1.614,0.851
-3.976,-1.640,0.544
-3.469,-1.682,-0.525
-2.818,-1.920,-1.810
-2.476,-2.245,-3.028
-2.203,-2.203,-3.688
-2.199,-2.032,-3.785
-2.515,-1.777,-3.994
-2.749,-1.135,-4.272
-2.687,-0.305,-4.245
-2.434,0.452,-3.734
-2.173,1.108,-2.869
-1.786,1.844,-2.154
-1.333,2.580,-2.005
-1.002,3.084,-2.396
-0.574,3.153,-2.631
-0.143,2.677,-2.632
0.198,1.998,-2.754
0.622,1.307,-2.836
0.973,0.831,-3.043
1.245,0.625,-3.333
1.416,0.420,-3.270
1.593,0.477,-2.881
1.983,0.821,-2.625
2.512,1.138,-2.694
3.178,1.365,-2.984
3.708,1.487,-3.436
4.061,1.532,-3.598
4.426,1.557,-3.356
4.842,1.531,-3.168
5.360,1.192,-3.432
5.713,0.552,-4.207
5.931,-0.168,-5.080
5.881,-0.897,-5.536
5.246,-1.511,-5.102
4.223,-1.893,-4.417
3.201,-1.887,-4.098
2.349,-1.727,-3.799
1.279,-1.717,-3.728
0.342,-1.919,-3.499
0.057,-2.402,-2.841
0.318,-2.822,-2.105
0.913,-3.126,-0.954
1.150,-3.488,0.284
1.103,-3.768,1.208
0.837,-3.971,1.542
0.221,-3.872,1.047
-0.366,-3.404,0.408
-1.107,-2.884,-0.046
-1.626,-2.351,-0.470
-1.820,-1.936,-1.082
-2.123,-1.603,-1.659
-2.525,-1.057,-1.547
-3.011,-0.465,-0.656
-3.039,0.079,0.809
-2.656,0.589,2.041
-2.228,0.994,2.385
-1.851,1.213,2.328
-1.897,0.979,2.469
-2.016,0.805,2.875
-1.796,1.137,3.258
-1.468,1.617,3.412
-1.455,2.438,3.200
-1.647,3.641,2.834
-1.583,4.885,2.656
-1.485,5.992,2.389
-1.541,6.762,1.928
-1.491,7.225,1.691
-1.331,7.268,1.755
-1.229,7.004,1.628
-0.924,6.663,1.022
-0.464,5.985,0.116
-0.479,4.827,-0.822
-0.880,3.222,-1.345
-1.279,1.510,-1.434
-1.485,0.090,-1.756
-1.201,-0.890,-2.052
-0.567,-1.275,-1.541
0.136,-1.204,-0.742
1.022,-0.795,-0.258
2.133,-0.193,-0.080
3.041,0.280,-0.362
3.167,0.668,-0.798
2.727,1.009,-0.992
2.399,1.331,-1.347
2.353,1.724,-2.052
2.526,2.071,-2.309
2.359,2.395,-2.023
1.546,2.651,-1.738
0.824,2.646,-0.885
0.280,2.651,0.458
-0.248,2.899,1.480
-0.577,3.250,2.263
-0.909,3.792,2.458
-1.194,4.450,1.782
-1.744,4.852,0.957
-2.715,4.938,0.646
-3.386,4.655,1.226
-3.563,3.931,2.555
-3.179,3.219,3.829
-2.307,2.674,4.330
-1.443,2.000,4.281
-0.834,1.413,4.395
-0.534,1.042,4.744
-0.355,0.769,4.942
-0.411,0.745,4.499
-0.831,0.952,3.188
-1.321,1.095,1.321
-1.653,0.926,-0.475
-1.536,0.624,-1.634
-1.009,0.449,-2.087
-0.316,0.360,-1.906
0.451,0.404,-1.218
1.174,0.455,-0.251
1.778,0.555,0.618
2.187,0.987,0.897
2.526,1.576,0.789
2.546,2.258,0.631
2.000,2.986,0.550
1.321,3.654,0.632
0.650,4.243,0.362
0.228,4.267,-0.107
0.082,3.758,0.140
-0.055,3.281,1.138
0.325,2.777,2.266
1.023,2.035,3.000
1.133,1.290,3.339
0.846,0.904,3.576
0.836,0.379,3.796
0.899,-0.649,3.707
0.651,-1.573,2.921
0.722,-2.242,1.762
1.325,-2.841,0.774
1.947,-3.389,0.406
2.504,-3.772,0.755
2.763,-3.856,0.956
2.625,-3.848,0.610
2.046,-3.608,0.082
0.943,-2.867,-0.277
-0.062,-1.860,-0.247
-0.963,-0.882,-0.163
-2.052,0.070,-0.299
-2.930,0.948,-0.416
-3.368,1.397,-0.294
-3.435,1.506,0.047
-3.326,1.431,0.513
-3.042,1.076,0.987
-2.467,0.776,1.497
-1.677,0.720,2.316
-0.829,0.789,3.210
-0.188,0.857,3.685
0.268,0.778,3.763
0.574,0.475,3.341
0.564,0.115,2.532
0.426,0.081,1.847
0.337,0.296,0.873
0.350,0.451,-0.612
0.600,0.154,-1.924
0.898,-0.817,-3.081
1.238,-2.031,-3.936
1.778,-3.196,-3.965
2.067,-4.192,-3.797
2.114,-4.967,-3.816
2.346,-5.498,-3.470
2.582,-5.685,-2.880
2.802,-5.789,-2.199
2.954,-5.865,-1.197
2.566,-5.709,-0.518
1.797,-5.385,-0.624
1.172,-4.872,-1.169
0.766,-4.047,-1.997
0.487,-3.143,-2.652
0.432,-2.397,-2.438
0.685,-1.604,-1.585
1.054,-0.720,-0.717
1.314,0.084,0.197
1.225,0.690,1.192
0.618,1.046,1.997
-0.268,1.246,2.551
-1.166,1.430,2.843
-1.945,1.819,2.860
-2.406,2.237,2.895
-2.511,2.622,3.495
-2.528,3.106,4.385
-2.548,3.445,4.750
-2.398,3.508,4.573
-2.266,2.909,4.224
-2.285,1.616,4.067
-2.087,0.221,4.230
-1.664,-0.826,4.165
-1.449,-1.462,3.320
-1.531,-1.982,2.168
-1.522,-2.311,1.531
-1.250,-2.614,1.217
-0.867,-2.916,0.929
-0.374,-2.915,0.844
0.124,-2.823,1.042
0.640,-2.614,1.717
1.372,-2.324,2.775
2.119,-2.107,3.484
2.573,-2.047,3.297
2.659,-2.060,2.633
2.408,-1.895,2.125
1.967,-1.790,1.934
1.574,-1.731,1.800
1.296,-1.631,1.198
1.096,-1.748,0.547
1.055,-2.097,0.563
1.235,-2.459,0.878
1.417,-2.650,0.945
1.172,-2.967,0.569
0.652,-3.597,0.020
0.309,-4.338,-0.452
0.252,-4.943,-1.211
0.573,-5.035,-2.163
0.941,-4.866,-2.855
0.914,-4.883,-3.330
0.867,-5.019,-3.396
1.237,-5.310,-2.769
1.878,-5.732,-1.912
2.489,-6.085,-1.210
2.805,-6.113,-0.596
2.578,-5.727,-0.194
1.876,-5.096,-0.129
1.198,-4.171,-0.245
0.621,-3.241,-0.516
-0.255,-2.692,-1.057
-1.194,-2.106,-1.639
-1.732,-1.114,-1.970
-1.866,-0.050,-1.898
-1.874,0.655,-1.316
-1.919,1.063,-0.500
-1.765,1.358,0.107
-1.585,1.453,0.484
-1.942,1.331,0.911
-2.766,1.176,1.177
-3.328,1.133,0.871
-3.297,1.161,0.192
-2.975,1.118,-0.579
-2.531,0.831,-1.158
-2.227,0.269,-1.351
-2.241,-0.372,-1.463
-2.316,-1.017,-1.584
-2.380,-1.743,-1.662
-2.437,-2.607,-1.894
-2.415,-3.414,-2.223
-2.366,-3.915,-2.405
-2.279,-4.196,-2.370
-2.067,-4.377,-2.165
-1.888,-4.492,-1.963
-1.701,-4.426,-1.771
-1.184,-4.141,-1.565
-0.455,-3.869,-1.652
0.369,-3.762,-1.621
1.084,-3.830,-1.003
1.473,-3.750,-0.533
1.954,-3.361,-0.650
2.461,-2.873,-1.442
2.720,-2.228,-2.749
2.851,-1.457,-3.771
2.757,-0.634,-4.304
2.605,0.291,-4.583
2.443,1.217,-4.912
2.232,2.077,-5.355
2.159,2.724,-5.567
2.320,2.974,-5.446
2.878,2.713,-4.960
3.251,2.095,-4.380
2.886,1.708,-4.001
2.224,1.726,-3.713
1.787,1.887,-3.479
1.814,2.250,-3.267
1.889,2.878,-3.038
1.761,3.608,-2.737
2.018,4.232,-2.363
2.722,4.602,-2.123
3.166,4.963,-2.013
3.130,5.362,-1.730
3.033,5.402,-1.335
2.913,5.205,-1.026
2.720,5.070,-0.906
2.710,4.748,-1.318
2.790,3.974,-2.030
2.670,3.126,-2.586
2.483,2.557,-2.923
2.524,2.050,-2.645
2.734,1.685,-1.759
2.956,1.541,-0.784
2.925,1.291,0.004
2.648,1.198,0.338
2.712,1.360,0.340
3.031,1.379,0.293
3.179,1.580,-0.066
3.055,1.946,-0.581
2.525,2.152,-1.001
2.082,2.475,-1.686
2.027,2.680,-2.414
1.919,2.718,-2.694
1.861,2.851,-2.570
1.864,2.990,-2.126
1.701,3.436,-1.584
1.487,3.995,-1.067
1.031,4.305,-0.485
0.571,4.487,0.090
0.490,4.449,0.684
0.352,4.398,1.140
0.114,4.313,1.366
-0.262,3.959,1.511
-0.956,3.490,1.341
-1.407,2.947,1.039
-1.523,2.491,0.850
-1.471,2.291,0.585
-1.273,2.351,0.647
-1.317,2.777,1.112
-1.427,3.581,1.455
-1.434,4.555,1.611
-1.556,5.471,1.630
-1.797,6.081,1.722
-2.247,6.297,2.035
-2.617,6.351,2.194
-2.739,6.094,2.057
-2.906,5.494,1.616
-3.047,4.897,0.983
-3.109,4.340,0.446
-3.120,3.832,-0.024
-3.130,3.298,-0.214
-3.306,2.808,0.040
-3.599,2.483,0.453
-3.925,2.262,0.833
-4.139,2.310,1.002
-4.192,2.567,1.001
-4.416,2.943,1.148
-4.947,3.337,1.724
-5.680,3.449,2.684
-6.429,3.279,3.410
-6.817,2.870,3.402
-6.750,2.275,2.922
-6.503,1.717,2.385
-6.225,1.320,2.043
-5.858,1.044,2.131
-5.473,0.813,2.484
-5.180,0.552,2.841
-4.807,0.226,3.106
-4.319,-0.047,3.114
-3.970,-0.261,2.899
-3.726,-0.447,2.673
-3.422,-0.550,2.608
-3.199,-0.641,2.583
-3.147,-0.692,2.466
-3.159,-0.701,2.254
-3.140,-0.829,1.609
-3.043,-1.015,0.657
-3.021,-1.171,-0.131
-3.049,-1.332,-0.542
-2.995,-1.471,-0.311
-3.111,-1.561,0.123
-3.221,-1.492,0.394
-2.847,-1.420,0.891
-2.166,-1.615,1.438
-1.477,-1.964,1.765
-0.855,-2.461,2.111
-0.484,-2.991,2.444
-0.479,-3.199,2.669
-0.615,-3.108,3.059
-0.878,-2.871,3.345
-1.339,-2.553,3.008
-1.568,-2.181,2.466
-1.461,-1.923,2.170
-1.363,-1.975,2.141
-1.275,-2.123,2.497
-1.011,-2.276,2.960
-0.617,-2.550,3.015
-0.089,-2.960,2.775
0.679,-3.470,2.562
1.578,-3.920,2.324
2.610,-4.365,2.452
3.508,-4.695,3.210
3.808,-4.579,3.760
3.726,-4.281,3.730
3.388,-3.993,3.186
2.948,-3.546,2.008
2.797,-3.108,0.859
2.683,-2.803,0.122
2.537,-2.440,-0.357
2.441,-2.011,-0.637
2.308,-1.639,-0.858
2.354,-1.335,-0.745
2.337,-1.237,-0.388
2.198,-1.356,-0.090
2.229,-1.623,0.179
2.314,-2.120,0.202
2.448,-2.800,0.149
2.355,-3.677,0.363
1.864,-4.616,0.673
1.363,-5.322,0.656
1.232,-5.830,0.293
1.506,-6.233,0.026
1.550,-6.464,-0.040
1.269,-6.229,-0.001
1.356,-5.576,-0.231
1.794,-5.008,-0.914
1.791,-4.515,-1.270
1.194,-3.875,-0.844
0.988,-3.073,-0.058
1.513,-2.223,0.548
2.097,-1.415,0.788
2.198,-0.771,0.935
1.861,-0.747,1.143
1.424,-1.021,1.275
0.600,-0.945,1.236
-0.481,-0.802,1.118
-1.140,-0.725,0.988
-1.242,-0.716,0.870
-0.817,-0.816,1.010
-0.479,-0.713,1.361
-0.412,-0.526,1.734
-0.021,-0.732,1.890
0.426,-1.134,1.358
0.754,-1.203,0.615
1.322,-1.072,0.348
1.895,-0.988,0.349
2.025,-1.030,0.454
2.033,-1.221,0.366
2.428,-1.513,-0.220
2.993,-2.007,-1.023
3.189,-2.384,-1.717
2.982,-2.558,-2.397
3.068,-2.844,-3.219
3.392,-3.066,-3.792
3.516,-3.193,-3.807
3.771,-3.539,-3.356
3.785,-4.023,-2.815
3.520,-4.136,-2.764
3.618,-4.010,-2.911
3.642,-3.846,-2.905
3.509,-3.182,-2.997
3.535,-2.407,-3.147
3.413,-1.856,-3.531
2.927,-1.250,-4.062
2.202,-0.757,-4.102
1.505,-0.108,-3.677
0.889,0.751,-3.062
0.237,1.483,-2.254
-0.645,2.127,-1.653
-1.488,2.236,-1.447
-1.839,1.917,-1.491
-1.970,1.789,-2.017
-2.091,1.791,-2.614
-2.460,1.927,-2.851
-2.924,2.130,-3.018
-3.039,2.342,-2.873
-3.165,2.660,-2.518
-3.222,3.006,-2.422
-3.230,3.259,-2.252
-3.433,3.185,-1.727
-3.490,2.970,-0.958
-3.324,2.773,-0.156
-2.966,2.535,0.188
-2.682,2.298,-0.206
-2.674,1.772,-0.971
-2.783,1.219,-1.793
-2.862,0.907,-2.494
-2.751,0.683,-2.584
-2.479,0.841,-2.123
-2.132,1.176,-1.608
-1.933,1.473,-1.322
-2.011,1.725,-1.522
-2.209,1.621,-1.900
-2.395,1.339,-1.912
-2.473,0.988,-1.652
-2.625,0.552,-1.510
-2.718,0.008,-1.720
-2.459,-0.700,-2.139
-2.084,-1.183,-2.402
-1.714,-1.384,-2.292
-1.519,-1.257,-1.858
-1.537,-0.606,-1.343
-1.338,0.169,-0.872
-0.985,0.960,-0.569
-0.648,1.894,-0.598
-0.367,2.824,-0.910
-0.576,3.522,-1.217
-1.134,3.763,-1.158
-1.439,3.768,-0.799
-1.383,3.622,-0.490
-1.027,3.156,-0.319
-0.482,2.496,-0.112
0.154,1.835,0.311
0.772,1.400,0.870
1.185,1.113,1.396
1.379,0.921,1.636
1.441,1.044,1.443
1.492,1.321,1.118
1.540,1.557,0.845
1.693,1.634,0.623
2.049,1.481,0.249
2.306,1.301,-0.528
2.395,1.064,-1.328
2.436,0.747,-1.873
2.639,0.566,-2.249
3.225,0.508,-2.376
3.846,0.707,-2.266
4.365,1.348,-1.828
4.892,2.242,-1.099
5.329,3.246,-0.430
5.671,4.122,-0.098
5.683,4.723,-0.163
5.388,5.045,-0.224
5.031,5.001,-0.246
4.598,4.815,-0.598
4.272,4.529,-1.101
4.117,4.148,-1.589
4.116,3.903,-1.801
4.168,3.769,-1.340
4.032,3.882,-0.467
3.932,4.236,0.459
3.863,4.513,1.149
3.662,4.601,1.112
3.631,4.460,0.435
3.824,4.189,-0.249
4.055,3.976,-0.631
4.309,3.657,-0.511
4.604,3.121,0.124
4.884,2.750,0.619
5.143,2.610,0.725
5.380,2.608,0.669
5.552,2.802,0.415
5.716,2.837,0.273
5.672,2.782,0.334
5.372,2.868,0.248
5.123,2.862,0.013
4.968,2.755,-0.448
4.888,2.648,-0.982
4.704,2.555,-1.139
4.300,2.463,-0.906
3.823,2.310,-0.432
3.188,2.031,0.220
2.432,1.778,0.855
1.761,1.560,1.129
1.409,1.211,1.101
1.340,0.894,1.148
1.328,0.829,1.401
1.511,1.058,1.928
1.710,1.429,2.463
1.647,1.914,2.609
1.426,2.261,2.474
1.088,2.291,2.224
0.896,2.315,1.895
0.996,2.217,1.583
1.179,1.979,1.406
1.248,1.806,1.310
1.139,1.714,1.157
0.974,1.846,1.017
0.826,2.211,0.961
0.681,2.553,1.207
0.341,2.744,1.732
-0.242,2.825,2.131
-0.755,2.666,2.416
-1.128,2.322,2.656
-1.466,1.891,2.870
-1.885,1.340,3.085
-2.423,0.741,3.217
-3.072,0.282,3.336
-3.760,0.156,3.443
-4.170,0.190,3.439
-4.402,0.383,3.228
-4.630,0.718,2.990
-5.000,0.998,2.957
-5.751,1.307,2.983
-6.403,1.517,3.076
-6.820,1.506,3.115
-7.230,1.365,2.835
-7.501,1.095,2.569
-7.826,0.684,2.467
-8.147,0.219,2.420
-8.248,-0.280,2.680
-8.366,-0.911,3.004
-8.460,-1.535,3.070
-8.359,-2.133,3.152
-8.227,-2.735,3.253
-8.068,-3.098,3.475
-7.830,-3.384,3.913
-7.748,-3.650,4.226
-7.796,-3.770,4.368
-7.839,-3.930,4.285
-7.895,-4.144,3.920
-7.837,-4.530,3.476
-7.662,-4.991,3.077
-7.509,-5.348,2.892
-7.483,-5.785,2.766
-7.500,-6.324,2.539
-7.421,-7.043,2.540
-7.350,-7.760,2.740
-7.180,-8.166,2.858
-6.821,-8.291,2.952
-6.350,-8.152,2.960
-5.620,-7.896,2.924
-4.630,-7.554,3.152
-3.734,-7.153,3.228
-3.104,-6.751,2.726
-2.510,-6.310,2.152
-2.031,-6.100,1.690
-1.737,-6.164,1.165
-1.390,-6.317,0.695
-1.105,-6.526,0.226
-0.849,-6.611,-0.325
-0.545,-6.498,-0.515
-0.346,-6.341,-0.075
-0.357,-5.980,0.433
-0.476,-5.360,0.769
-0.397,-4.855,0.822
-0.151,-4.467,0.496
0.406,-4.218,0.599
1.035,-4.108,1.086
1.463,-3.856,1.262
2.029,-3.724,1.119
