SITE CODE= 65034’·‰ªŽs’†”V“‡            ,37.4962,137.2705, 15.86,7.6,45292.6738723, 23.12, 39.73
 LAT.=   37.5478
 LON.=  138.8773
 SAMPLING RATE= 100Hz
 UNIT  = gal(cm/s/s)
INITIAL TIME = 2024 01 01 16 10 30
 NS,EW,UD
-17.793,-19.782,14.762
-18.620,-19.338,14.026
-19.368,-18.733,13.375
-20.030,-17.993,12.846
-20.547,-17.222,12.392
-20.995,-16.348,12.053
-21.349,-15.365,11.752
-21.598,-14.238,11.517
-21.704,-13.052,11.235
-21.649,-11.844,10.846
-21.502,-10.448,10.305
-21.232,-8.956,9.657
-20.912,-7.396,9.051
-20.578,-5.797,8.464
-20.193,-4.230,8.042
-19.797,-2.666,7.724
-19.426,-1.172,7.453
-19.113,0.264,7.200
-18.854,1.626,6.886
-18.689,2.882,6.671
-18.619,4.003,6.560
-18.650,4.979,6.575
-18.831,5.821,6.601
-19.155,6.564,6.560
-19.609,7.214,6.554
-20.156,7.701,6.641
-20.781,8.100,6.885
-21.458,8.335,7.192
-22.189,8.389,7.535
-22.998,8.440,7.832
-23.840,8.432,7.930
-24.709,8.354,7.777
-25.534,8.214,7.349
-26.228,7.963,6.744
-26.865,7.687,6.164
-27.450,7.387,5.756
-28.020,7.027,5.605
-28.636,6.630,5.770
-29.179,6.176,6.166
-29.650,5.716,6.639
-30.023,5.309,6.955
-30.217,4.949,7.046
-30.275,4.690,6.995
-30.150,4.569,6.799
-29.788,4.635,6.542
-29.088,4.923,6.142
-28.011,5.407,5.517
-26.602,6.049,4.773
-24.888,6.747,4.049
-23.021,7.453,3.503
-21.039,8.171,3.119
-18.992,8.910,2.842
-16.925,9.797,2.572
-14.834,10.934,2.203
-12.793,12.303,1.730
-10.746,13.833,1.163
-8.709,15.519,0.603
-6.612,17.395,0.085
-4.409,19.397,-0.424
-2.284,21.369,-0.854
-0.257,23.262,-1.112
1.687,25.210,-1.181
3.464,27.156,-1.054
5.068,28.995,-0.880
6.552,30.787,-0.915
7.847,32.568,-1.158
8.936,34.358,-1.643
9.850,35.988,-2.301
10.671,37.430,-2.945
11.465,38.805,-3.636
12.097,40.010,-4.258
12.650,41.054,-4.732
13.093,41.979,-5.040
13.359,42.654,-5.143
13.554,43.000,-5.114
13.556,42.993,-4.951
13.385,42.653,-4.764
13.033,42.064,-4.553
12.475,41.246,-4.333
11.767,40.250,-4.187
10.933,39.165,-4.086
10.107,37.840,-4.080
9.237,36.159,-4.174
8.233,34.190,-4.287
7.118,32.006,-4.304
5.935,29.559,-4.300
4.741,26.843,-4.270
3.536,24.036,-4.156
2.392,21.118,-4.002
1.323,18.077,-3.749
0.318,14.919,-3.554
-0.539,11.670,-3.432
-1.205,8.446,-3.421
-1.647,5.120,-3.577
-1.890,1.796,-3.749
-2.006,-1.407,-3.994
-2.017,-4.508,-4.228
-1.920,-7.432,-4.396
-1.762,-10.189,-4.517
-1.557,-12.767,-4.621
-1.229,-15.209,-4.801
-0.823,-17.491,-5.057
-0.305,-19.559,-5.473
0.303,-21.421,-6.040
0.970,-23.256,-6.808
1.815,-24.971,-7.680
2.784,-26.233,-8.466
3.977,-27.430,-9.155
5.295,-28.573,-9.583
6.605,-29.367,-9.818
8.056,-30.066,-9.977
9.474,-30.564,-10.103
10.864,-30.975,-10.260
12.236,-31.339,-10.336
13.529,-31.449,-10.338
14.747,-31.525,-10.340
15.743,-31.351,-10.469
16.562,-30.952,-10.747
17.186,-30.370,-11.088
17.699,-29.531,-11.375
18.114,-28.688,-11.434
18.321,-27.629,-11.293
18.455,-26.502,-10.962
18.424,-25.239,-10.494
18.237,-23.840,-10.004
17.991,-22.601,-9.531
17.600,-21.290,-9.154
17.098,-20.109,-8.856
16.478,-18.922,-8.613
15.763,-17.677,-8.296
14.970,-16.472,-7.837
14.122,-15.164,-7.298
13.259,-13.937,-6.756
12.359,-12.678,-6.403
11.503,-11.423,-6.313
10.660,-10.138,-6.503
9.826,-8.842,-6.973
9.053,-7.614,-7.599
8.259,-6.387,-8.320
7.501,-5.289,-9.119
6.726,-4.231,-9.894
5.950,-3.293,-10.629
5.287,-2.492,-11.237
4.700,-1.797,-11.518
4.266,-1.257,-11.425
3.951,-0.768,-10.966
3.715,-0.309,-10.329
3.521,0.136,-9.717
3.332,0.544,-9.214
3.121,0.914,-8.821
2.832,1.170,-8.436
2.553,1.254,-8.073
2.232,1.223,-7.740
1.914,1.112,-7.467
1.653,0.919,-7.221
1.441,0.546,-6.968
1.354,0.099,-6.677
1.314,-0.345,-6.315
1.391,-0.931,-6.025
1.547,-1.493,-5.752
1.678,-1.991,-5.482
1.829,-2.553,-5.236
1.956,-3.071,-4.973
2.081,-3.613,-4.739
2.188,-4.145,-4.467
2.270,-4.567,-4.144
2.318,-4.851,-3.705
2.316,-5.010,-3.192
2.332,-5.117,-2.717
2.323,-5.040,-2.297
2.307,-4.848,-1.997
2.328,-4.521,-1.723
2.330,-4.029,-1.468
2.345,-3.509,-1.290
2.370,-2.925,-1.198
2.362,-2.360,-1.228
2.336,-1.779,-1.263
2.283,-1.204,-1.254
2.218,-0.696,-1.140
2.194,-0.161,-0.884
2.186,0.359,-0.542
2.219,0.888,-0.083
2.336,1.424,0.467
2.442,2.008,1.178
2.545,2.623,2.013
2.672,3.145,2.832
2.767,3.595,3.627
2.815,3.985,4.310
2.804,4.354,4.899
2.730,4.647,5.378
2.579,4.816,5.677
2.367,4.851,5.810
2.101,4.788,5.776
1.766,4.682,5.612
1.437,4.478,5.346
1.132,4.224,5.042
0.839,3.871,4.691
0.566,3.494,4.284
0.275,3.143,3.918
0.007,2.728,3.676
-0.238,2.339,3.661
-0.454,1.900,3.894
-0.589,1.470,4.358
-0.670,1.071,4.950
-0.671,0.690,5.561
-0.599,0.400,6.125
-0.430,0.078,6.536
-0.143,-0.239,6.833
0.164,-0.568,6.997
0.424,-0.832,7.031
0.561,-0.964,6.992
0.568,-1.066,6.903
0.441,-1.070,6.809
0.172,-0.989,6.661
-0.170,-0.851,6.448
-0.549,-0.655,6.215
-0.920,-0.325,6.068
-1.280,0.098,6.063
-1.629,0.495,6.152
-1.973,0.930,6.250
-2.350,1.332,6.246
-2.780,1.663,6.161
-3.288,1.967,6.077
-3.908,2.237,6.114
-4.630,2.491,6.327
-5.390,2.703,6.649
-6.169,2.783,6.996
-6.988,2.833,7.317
-7.868,3.151,7.508
-8.735,3.520,7.431
-9.428,3.617,7.189
-10.026,3.686,6.885
-10.644,3.649,6.563
-11.122,3.325,6.405
-11.499,3.038,6.480
-11.941,2.641,6.728
-12.345,2.120,7.081
-12.712,1.672,7.430
-13.036,1.021,7.727
-13.266,0.485,7.986
-13.521,0.104,8.190
-13.753,-0.275,8.403
-13.993,-0.370,8.587
-14.252,-0.418,8.646
-14.377,-0.445,8.669
-14.404,-0.500,8.633
-14.284,-0.684,8.508
-13.963,-0.875,8.350
-13.504,-1.154,8.158
-12.881,-1.397,8.017
-12.148,-1.522,7.976
-11.333,-1.436,8.032
-10.444,-1.174,8.159
-9.553,-0.857,8.295
-8.718,-0.444,8.445
-8.014,-0.036,8.562
-7.456,0.383,8.580
-7.060,0.838,8.502
-6.785,1.351,8.335
-6.584,1.935,8.114
-6.495,2.575,7.812
-6.522,3.268,7.334
-6.681,3.965,6.626
-6.917,4.676,5.767
-7.173,5.368,4.885
-7.378,5.994,4.034
-7.493,6.465,3.304
-7.527,6.669,2.784
-7.473,6.619,2.525
-7.463,6.415,2.556
-7.483,5.913,2.825
-7.551,4.947,3.141
-7.753,3.759,3.319
-8.011,2.437,3.383
-8.251,1.040,3.402
-8.432,-0.246,3.386
-8.599,-1.595,3.304
-8.749,-3.075,3.111
-8.900,-4.468,2.824
-9.076,-5.805,2.493
-9.309,-7.106,2.190
-9.624,-8.354,1.923
-9.936,-9.587,1.650
-10.252,-10.703,1.322
-10.552,-11.779,0.868
-10.876,-12.740,0.270
-11.263,-13.536,-0.485
-11.681,-14.280,-1.275
-12.163,-14.852,-1.974
-12.693,-15.283,-2.555
-13.264,-15.532,-2.939
-13.824,-15.549,-3.250
-14.312,-15.392,-3.460
-14.708,-14.988,-3.429
-14.987,-14.342,-3.207
-15.136,-13.508,-2.797
-15.123,-12.462,-2.337
-15.007,-11.162,-1.923
-14.833,-9.749,-1.569
-14.627,-8.303,-1.263
-14.455,-6.852,-0.960
-14.217,-5.577,-0.781
-13.937,-4.413,-0.702
-13.745,-3.069,-0.753
-13.605,-1.471,-0.970
-13.475,0.163,-1.205
-13.258,1.742,-1.444
-12.910,3.346,-1.674
-12.488,4.928,-1.935
-12.018,6.524,-2.246
-11.530,8.102,-2.601
-10.962,9.404,-3.019
-10.385,10.592,-3.286
-9.860,11.868,-3.370
-9.266,12.972,-3.484
-8.587,13.795,-3.653
-7.821,14.545,-3.816
-6.934,15.168,-3.979
-5.916,15.425,-4.073
-4.864,15.522,-4.058
-3.811,15.406,-4.027
-2.797,15.164,-3.962
-1.942,15.044,-3.958
-1.137,14.704,-4.045
-0.403,14.392,-4.142
0.243,14.112,-4.347
0.854,13.745,-4.577
1.323,13.520,-4.913
1.681,13.227,-5.419
1.976,12.969,-5.999
2.244,12.701,-6.655
2.528,12.373,-7.235
2.815,11.990,-7.768
3.101,11.510,-8.199
3.358,11.107,-8.443
3.557,10.669,-8.564
3.691,10.335,-8.552
3.769,10.118,-8.506
3.769,9.956,-8.440
3.699,9.960,-8.411
3.565,10.060,-8.416
3.350,10.264,-8.403
3.082,10.489,-8.381
2.779,10.738,-8.318
2.428,10.952,-8.290
2.021,11.067,-8.269
1.570,11.147,-8.218
1.077,11.145,-8.039
0.592,11.135,-7.681
0.121,11.146,-7.269
-0.339,11.199,-6.903
-0.745,11.373,-6.730
-1.101,11.725,-6.726
-1.337,12.217,-6.876
-1.403,12.741,-7.163
-1.311,13.295,-7.541
-1.080,13.852,-7.995
-0.702,14.395,-8.368
-0.180,14.885,-8.567
0.462,15.224,-8.545
1.213,15.356,-8.392
2.033,15.298,-8.187
2.934,15.097,-7.954
3.893,14.769,-7.755
4.891,14.298,-7.571
5.992,13.652,-7.446
7.210,12.894,-7.290
8.494,12.022,-6.988
9.752,10.970,-6.547
11.008,9.821,-5.994
12.294,8.620,-5.455
13.598,7.339,-4.960
14.934,5.980,-4.513
16.223,4.632,-4.008
17.373,3.288,-3.381
18.422,1.740,-2.837
19.429,0.113,-2.429
20.349,-1.423,-2.264
21.298,-3.133,-2.399
22.266,-4.906,-2.577
23.155,-6.608,-2.742
24.124,-8.498,-2.919
25.056,-10.326,-2.990
25.848,-11.889,-3.023
26.512,-13.314,-3.080
27.032,-14.557,-3.029
27.542,-15.759,-2.884
27.994,-16.985,-2.687
28.417,-18.080,-2.474
28.780,-18.898,-2.363
29.075,-19.584,-2.337
29.449,-20.267,-2.412
29.711,-20.658,-2.619
29.880,-20.929,-2.899
30.014,-21.172,-3.243
29.947,-21.213,-3.643
29.711,-21.152,-4.002
29.227,-20.857,-4.305
28.481,-20.486,-4.575
27.551,-20.095,-4.726
26.456,-19.567,-4.796
25.293,-19.025,-4.778
24.096,-18.378,-4.708
22.923,-17.742,-4.752
21.789,-17.093,-4.950
20.682,-16.355,-5.340
19.664,-15.648,-5.823
18.737,-14.902,-6.313
17.903,-14.175,-6.722
17.086,-13.422,-6.908
16.263,-12.624,-6.902
15.429,-11.832,-6.780
14.565,-11.029,-6.651
13.713,-10.300,-6.560
12.826,-9.550,-6.528
11.971,-8.798,-6.476
11.163,-8.046,-6.333
10.384,-7.202,-6.111
9.689,-6.367,-5.829
9.077,-5.552,-5.592
8.591,-4.810,-5.360
8.271,-4.165,-5.091
8.181,-3.613,-4.765
8.304,-3.180,-4.371
8.613,-2.757,-3.979
9.054,-2.336,-3.587
9.504,-1.945,-3.216
9.936,-1.563,-2.872
10.324,-1.263,-2.630
10.704,-1.111,-2.503
11.093,-1.076,-2.420
11.472,-1.127,-2.360
11.836,-1.189,-2.264
12.134,-1.259,-2.149
12.362,-1.376,-2.012
12.487,-1.472,-1.888
12.477,-1.574,-1.832
12.336,-1.724,-1.816
12.096,-1.964,-1.853
11.774,-2.340,-1.857
11.382,-2.788,-1.748
10.925,-3.274,-1.541
10.386,-3.738,-1.247
9.764,-4.115,-0.950
9.079,-4.455,-0.705
8.387,-4.748,-0.503
7.659,-4.896,-0.361
6.852,-4.965,-0.299
5.979,-4.965,-0.260
5.103,-4.805,-0.206
4.260,-4.602,-0.168
3.427,-4.362,-0.118
2.641,-4.115,-0.028
1.898,-3.956,0.073
1.195,-3.796,0.225
0.537,-3.664,0.457
-0.084,-3.559,0.700
-0.728,-3.432,0.906
-1.448,-3.256,0.986
-2.125,-3.008,0.854
-2.738,-2.810,0.596
-3.290,-2.608,0.245
-3.736,-2.408,-0.153
-4.130,-2.316,-0.450
-4.450,-2.221,-0.569
-4.641,-2.184,-0.499
-4.704,-2.234,-0.277
-4.599,-2.294,-0.009
-4.282,-2.412,0.299
-3.720,-2.534,0.688
-2.902,-2.693,1.094
-1.877,-2.925,1.565
-0.714,-3.166,2.086
0.550,-3.434,2.594
1.842,-3.701,3.127
3.102,-3.971,3.609
4.276,-4.253,3.999
5.311,-4.569,4.286
6.236,-4.998,4.424
7.038,-5.493,4.386
7.734,-6.001,4.192
8.377,-6.509,3.942
8.970,-6.980,3.702
9.526,-7.388,3.556
10.062,-7.733,3.531
10.585,-8.049,3.586
11.055,-8.398,3.695
11.491,-8.792,3.808
11.894,-9.214,3.901
12.234,-9.673,3.980
12.490,-10.068,4.074
12.535,-10.375,4.200
12.366,-10.614,4.338
11.977,-10.763,4.433
11.354,-10.850,4.445
10.599,-10.863,4.422
9.722,-10.807,4.414
8.756,-10.647,4.457
7.700,-10.388,4.555
6.577,-10.027,4.711
5.388,-9.569,4.899
4.140,-9.113,5.038
2.872,-8.659,5.073
1.560,-8.270,5.013
0.282,-7.958,4.957
-0.953,-7.694,4.934
-2.115,-7.465,4.959
-3.189,-7.259,5.061
-4.202,-7.141,5.203
-5.085,-7.029,5.393
-5.860,-6.894,5.611
-6.560,-6.806,5.834
-7.188,-6.776,5.984
-7.742,-6.724,6.061
-8.210,-6.657,6.119
-8.564,-6.629,6.146
-8.824,-6.561,6.243
-8.996,-6.441,6.354
-9.010,-6.213,6.359
-8.870,-5.913,6.195
-8.505,-5.558,5.809
-7.934,-5.083,5.327
-7.269,-4.579,4.823
-6.535,-4.084,4.357
-5.744,-3.699,3.963
-4.861,-3.393,3.629
-3.899,-3.093,3.404
-2.794,-2.916,3.220
-1.511,-2.842,3.017
-0.115,-2.897,2.751
1.434,-3.079,2.438
3.111,-3.304,2.149
4.848,-3.578,1.914
6.584,-3.860,1.822
8.296,-4.179,1.875
9.934,-4.545,2.033
11.416,-4.961,2.243
12.787,-5.466,2.443
14.022,-6.009,2.653
15.143,-6.602,2.865
16.191,-7.181,3.097
17.151,-7.671,3.265
18.057,-8.070,3.303
18.886,-8.359,3.177
19.631,-8.561,2.819
20.272,-8.725,2.309
20.821,-8.949,1.762
21.306,-9.219,1.238
21.667,-9.519,0.760
21.935,-9.830,0.402
22.109,-10.095,0.098
22.118,-10.333,-0.246
22.022,-10.515,-0.607
21.808,-10.677,-1.058
21.442,-10.781,-1.549
20.940,-10.722,-1.999
20.222,-10.462,-2.357
19.310,-10.013,-2.592
18.204,-9.428,-2.731
16.921,-8.666,-2.708
15.533,-7.793,-2.542
14.028,-6.861,-2.245
12.468,-5.886,-1.813
10.898,-4.946,-1.313
9.358,-3.940,-0.763
7.897,-2.843,-0.287
6.499,-1.662,0.016
5.164,-0.372,0.164
3.896,0.888,0.206
2.693,2.103,0.240
1.546,3.249,0.259
0.425,4.231,0.236
-0.704,5.090,0.203
-1.849,5.860,0.193
-3.043,6.607,0.180
-4.224,7.328,0.105
-5.250,7.876,0.007
-6.125,8.358,-0.146
-6.888,8.831,-0.322
-7.537,9.124,-0.404
-8.116,9.405,-0.408
-8.614,9.604,-0.353
-9.032,9.524,-0.287
-9.391,9.284,-0.286
-9.633,8.747,-0.361
-9.747,7.918,-0.471
-9.707,6.912,-0.582
-9.520,5.891,-0.656
-9.258,4.996,-0.680
-8.926,3.995,-0.700
-8.567,3.048,-0.648
-8.193,2.241,-0.466
-7.802,1.450,-0.211
-7.400,0.778,0.044
-7.002,0.146,0.167
-6.616,-0.428,0.102
-6.227,-0.872,-0.075
-5.865,-1.222,-0.323
-5.509,-1.526,-0.583
-5.164,-1.774,-0.850
-4.820,-1.910,-1.149
-4.499,-1.951,-1.431
-4.274,-1.867,-1.711
-4.155,-1.633,-1.970
-4.131,-1.272,-2.201
-4.144,-0.770,-2.467
-4.230,-0.045,-2.797
-4.382,0.914,-3.161
-4.636,2.078,-3.484
-4.963,3.304,-3.733
-5.272,4.489,-3.808
-5.629,5.689,-3.645
-5.981,6.830,-3.269
-6.352,7.910,-2.646
-6.763,8.881,-1.849
-7.213,9.772,-1.015
-7.763,10.729,-0.309
-8.388,11.625,0.114
-9.108,12.532,0.247
-9.953,13.589,0.093
-10.900,14.510,-0.362
-11.847,15.120,-0.951
-12.802,15.834,-1.351
-13.765,16.685,-1.539
-14.651,17.119,-1.604
-15.514,17.472,-1.331
-16.356,18.006,-0.875
-17.118,18.197,-0.402
-17.875,18.338,0.237
-18.594,18.466,0.688
-19.215,18.231,0.965
-19.822,17.969,1.215
-20.308,17.431,1.284
-20.720,16.566,1.403
-21.120,15.537,1.402
-21.370,14.147,1.248
-21.582,12.621,1.088
-21.683,10.881,0.830
-21.685,9.047,0.656
-21.629,7.159,0.536
-21.387,5.179,0.503
-21.048,3.425,0.492
-20.541,1.715,0.419
-19.907,0.124,0.367
-19.195,-1.419,0.287
-18.353,-3.047,0.274
-17.449,-4.696,0.275
-16.423,-6.419,0.345
-15.369,-8.064,0.481
-14.309,-9.761,0.617
-13.189,-11.425,0.734
-12.091,-13.036,0.654
-11.000,-14.575,0.392
-9.873,-15.964,-0.073
-8.701,-17.400,-0.626
-7.535,-18.702,-1.183
-6.393,-19.865,-1.698
-5.277,-20.942,-2.094
-4.246,-21.899,-2.436
-3.286,-22.725,-2.598
-2.410,-23.398,-2.624
-1.660,-24.038,-2.624
-1.015,-24.598,-2.672
-0.499,-25.109,-2.838
-0.153,-25.501,-3.060
0.031,-25.697,-3.358
0.078,-25.761,-3.709
0.008,-25.676,-4.099
-0.167,-25.465,-4.498
-0.464,-25.130,-4.857
-0.892,-24.755,-5.142
-1.401,-24.391,-5.258
-1.930,-24.082,-5.194
-2.429,-23.824,-4.987
-2.893,-23.522,-4.667
-3.332,-23.203,-4.254
-3.755,-22.805,-3.783
-4.192,-22.361,-3.338
-4.622,-21.934,-2.959
-5.013,-21.456,-2.668
-5.378,-20.966,-2.449
-5.704,-20.401,-2.329
-5.958,-19.757,-2.366
-6.169,-19.065,-2.506
-6.319,-18.260,-2.744
-6.402,-17.397,-3.046
-6.412,-16.492,-3.355
-6.258,-15.563,-3.645
-5.942,-14.616,-3.858
-5.415,-13.604,-4.004
-4.674,-12.550,-4.081
-3.775,-11.426,-4.106
-2.720,-10.240,-4.125
-1.582,-9.034,-4.139
-0.400,-7.780,-4.134
0.771,-6.516,-4.059
1.903,-5.252,-3.907
3.018,-3.936,-3.745
4.128,-2.583,-3.634
5.240,-1.220,-3.596
6.318,0.139,-3.688
7.350,1.501,-3.863
8.322,2.862,-4.071
9.212,4.203,-4.352
9.990,5.579,-4.638
10.621,6.991,-4.935
11.072,8.377,-5.233
11.325,9.696,-5.485
11.476,10.918,-5.671
11.559,11.987,-5.731
11.599,12.821,-5.661
11.640,13.499,-5.448
11.636,14.015,-5.153
11.603,14.369,-4.804
11.500,14.608,-4.428
11.292,14.637,-4.069
11.030,14.561,-3.713
10.654,14.380,-3.407
10.230,14.136,-3.154
9.800,13.929,-2.918
9.336,13.652,-2.597
8.926,13.357,-2.142
8.584,12.992,-1.594
8.359,12.519,-0.997
8.254,12.008,-0.442
8.261,11.456,0.052
8.374,10.865,0.453
8.533,10.240,0.794
8.762,9.649,1.088
9.014,9.073,1.309
9.330,8.502,1.438
9.764,7.974,1.393
10.301,7.465,1.235
10.969,6.958,1.016
11.732,6.423,0.841
12.608,5.855,0.810
13.566,5.280,0.957
14.560,4.738,1.277
15.599,4.281,1.645
16.617,3.908,2.000
17.633,3.604,2.285
18.609,3.401,2.521
19.446,3.274,2.734
20.186,3.202,2.899
20.796,3.219,3.012
21.238,3.333,3.059
21.514,3.510,3.116
21.615,3.740,3.233
21.577,4.027,3.427
21.419,4.263,3.632
21.167,4.505,3.803
20.783,4.852,3.969
20.277,5.291,4.136
19.733,5.834,4.334
19.117,6.361,4.537
18.458,6.869,4.747
17.783,7.382,4.997
17.065,7.873,5.301
16.346,8.420,5.652
15.622,9.026,6.009
14.858,9.638,6.309
14.072,10.253,6.474
13.263,10.927,6.496
12.434,11.668,6.399
11.587,12.480,6.222
10.706,13.422,6.011
9.827,14.425,5.824
8.995,15.461,5.680
8.259,16.493,5.640
7.642,17.431,5.762
7.151,18.420,5.945
6.831,19.390,6.028
6.711,20.143,5.964
6.742,20.922,5.840
6.876,21.651,5.630
7.110,22.198,5.376
7.345,22.801,5.110
7.572,23.220,4.768
7.828,23.514,4.396
8.043,23.827,3.984
8.310,23.846,3.610
8.655,23.745,3.347
9.064,23.479,3.138
9.530,23.014,2.975
9.937,22.586,2.838
10.250,22.130,2.660
10.409,21.744,2.412
10.412,21.351,2.072
10.247,20.967,1.632
9.926,20.637,1.168
9.519,20.280,0.774
8.991,19.937,0.509
8.391,19.472,0.351
7.745,18.952,0.226
7.100,18.310,0.087
6.526,17.540,-0.024
5.987,16.710,-0.029
5.492,15.713,0.061
5.010,14.692,0.204
4.531,13.659,0.376
4.058,12.731,0.547
3.526,11.916,0.720
2.975,11.083,0.871
2.438,10.293,0.969
1.897,9.523,1.009
1.352,8.718,0.986
0.797,7.853,0.917
0.247,6.980,0.810
-0.287,6.058,0.710
-0.748,5.039,0.669
-1.075,3.941,0.679
-1.276,2.801,0.760
-1.333,1.624,0.899
-1.249,0.370,1.069
-1.056,-0.884,1.242
-0.800,-2.125,1.342
-0.486,-3.317,1.372
-0.129,-4.391,1.359
0.206,-5.430,1.290
0.529,-6.523,1.203
0.825,-7.556,1.055
1.123,-8.592,0.815
1.462,-9.702,0.530
1.768,-10.763,0.211
2.033,-11.868,-0.072
2.261,-12.960,-0.262
2.408,-13.985,-0.385
2.416,-14.936,-0.499
2.271,-15.687,-0.645
1.963,-16.264,-0.782
1.457,-16.665,-0.920
0.819,-16.907,-1.052
0.089,-16.941,-1.131
-0.731,-16.790,-1.159
-1.592,-16.489,-1.076
-2.460,-15.962,-0.872
-3.377,-15.309,-0.584
-4.372,-14.542,-0.242
-5.432,-13.656,0.132
-6.577,-12.671,0.594
-7.774,-11.609,1.164
-8.981,-10.504,1.870
-10.189,-9.287,2.629
-11.393,-7.982,3.295
-12.585,-6.609,3.831
-13.752,-5.140,4.220
-14.892,-3.610,4.544
-15.982,-2.010,4.845
-17.062,-0.332,5.130
-18.133,1.444,5.412
-19.148,3.327,5.642
-20.136,5.199,5.832
-21.087,7.034,5.955
-21.948,8.871,6.005
-22.712,10.601,5.985
-23.371,12.233,5.818
-23.911,13.836,5.534
-24.383,15.411,5.283
-24.805,16.992,5.106
-25.159,18.507,4.866
-25.411,19.774,4.577
-25.546,20.864,4.395
-25.623,21.975,4.416
-25.628,22.871,4.684
-25.552,23.474,5.062
-25.420,24.001,5.463
-25.184,24.273,5.883
-24.878,24.316,6.254
-24.542,24.257,6.605
-24.163,23.899,6.825
-23.772,23.277,6.874
-23.419,22.464,6.784
-23.107,21.492,6.598
-22.846,20.509,6.520
-22.655,19.345,6.440
-22.482,17.906,6.348
-22.315,16.417,6.276
-22.157,14.909,6.133
-21.996,13.393,6.086
-21.813,11.856,6.034
-21.585,10.243,5.962
-21.352,8.609,5.872
-21.118,6.973,5.692
-20.914,5.390,5.574
-20.773,3.829,5.423
-20.717,2.268,5.280
-20.770,0.749,5.198
-20.900,-0.764,5.148
-21.117,-2.219,5.177
-21.400,-3.515,5.209
-21.707,-4.717,5.240
-22.001,-5.863,5.213
-22.251,-6.813,5.152
-22.477,-7.616,5.103
-22.691,-8.345,5.037
-22.923,-8.974,4.950
-23.201,-9.521,4.815
-23.523,-9.986,4.683
-23.869,-10.330,4.560
-24.236,-10.478,4.484
-24.630,-10.508,4.459
-24.996,-10.464,4.437
-25.368,-10.294,4.427
-25.785,-9.971,4.399
-26.194,-9.513,4.387
-26.597,-8.983,4.360
-26.980,-8.388,4.217
-27.339,-7.741,3.960
-27.659,-7.030,3.576
-27.894,-6.318,3.095
-28.059,-5.581,2.607
-28.091,-4.834,2.133
-27.965,-4.125,1.721
-27.696,-3.314,1.369
-27.249,-2.462,1.013
-26.681,-1.616,0.603
-26.006,-0.779,0.126
-25.227,0.000,-0.343
-24.402,0.773,-0.791
-23.559,1.535,-1.163
-22.729,2.260,-1.420
-21.956,2.979,-1.637
-21.233,3.711,-1.804
-20.502,4.386,-1.920
-19.727,4.994,-2.040
-18.878,5.539,-2.215
-17.936,6.021,-2.451
-16.936,6.467,-2.721
-15.904,6.885,-2.953
-14.847,7.315,-3.086
-13.802,7.701,-3.237
-12.789,8.058,-3.516
-11.793,8.396,-3.909
-10.817,8.693,-4.397
-9.873,9.001,-4.938
-8.944,9.283,-5.494
-8.014,9.562,-6.071
-7.064,9.870,-6.610
-6.081,10.219,-7.079
-5.092,10.543,-7.525
-4.087,10.772,-8.028
-3.088,10.951,-8.623
-2.122,10.989,-9.218
-1.143,10.963,-9.661
-0.210,10.903,-9.794
0.661,10.755,-9.621
1.499,10.634,-9.287
2.264,10.489,-8.915
2.985,10.315,-8.570
3.639,10.119,-8.237
4.240,9.858,-7.977
4.793,9.542,-7.892
5.280,9.152,-8.016
5.737,8.756,-8.298
6.122,8.338,-8.609
6.481,7.842,-8.824
6.837,7.229,-8.852
7.168,6.467,-8.655
7.514,5.602,-8.208
7.833,4.676,-7.553
8.116,3.738,-6.775
8.375,2.788,-5.943
8.605,1.843,-5.158
8.800,1.000,-4.531
8.925,0.237,-4.115
8.967,-0.511,-3.901
8.911,-1.227,-3.937
8.745,-1.868,-4.214
8.533,-2.477,-4.555
8.338,-3.161,-4.839
8.172,-3.898,-4.999
8.038,-4.615,-4.959
7.929,-5.338,-4.743
7.792,-6.033,-4.386
7.583,-6.634,-3.879
7.315,-7.159,-3.293
6.984,-7.638,-2.765
6.611,-8.017,-2.330
6.218,-8.259,-2.002
5.787,-8.429,-1.822
5.332,-8.504,-1.727
4.846,-8.552,-1.687
4.334,-8.646,-1.654
3.792,-8.721,-1.520
3.204,-8.819,-1.269
2.558,-8.934,-0.918
1.842,-9.041,-0.516
1.100,-9.158,-0.125
0.365,-9.262,0.246
-0.315,-9.339,0.562
-0.957,-9.370,0.810
-1.578,-9.369,0.919
-2.172,-9.294,0.856
-2.789,-9.130,0.701
-3.401,-8.912,0.554
-4.001,-8.642,0.522
-4.572,-8.353,0.631
-5.076,-8.023,0.860
-5.505,-7.625,1.136
-5.811,-7.141,1.403
-5.997,-6.598,1.675
-6.055,-5.978,1.919
-5.975,-5.298,2.105
-5.750,-4.611,2.205
-5.372,-3.835,2.237
-4.911,-3.031,2.230
-4.385,-2.243,2.202
-3.807,-1.539,2.176
-3.206,-0.979,2.166
-2.570,-0.468,2.226
-1.903,0.001,2.391
-1.212,0.487,2.653
-0.502,1.084,2.939
0.222,1.770,3.166
0.910,2.473,3.330
1.534,3.175,3.378
2.123,3.834,3.320
2.670,4.417,3.253
3.159,4.913,3.143
3.607,5.265,3.044
4.054,5.513,3.025
4.502,5.591,3.022
4.942,5.532,3.062
5.396,5.429,3.129
5.857,5.239,3.206
