SITE CODE= 47600—Ö“‡Žs–PŽŠ’¬            ,37.4962,137.2705, 15.86,7.6,45292.6738723,  6.59, 11.21
 LAT.=   37.3912
 LON.=  136.8952
 SAMPLING RATE= 100Hz
 UNIT  = gal(cm/s/s)
INITIAL TIME = 2024 01 01 16 10 00
 NS,EW,UD
47.771,85.855,193.228
47.767,94.475,178.948
43.966,111.129,134.482
39.313,131.906,80.199
37.637,154.790,38.514
39.315,180.435,17.203
41.595,208.710,8.913
41.840,236.346,3.065
39.203,259.832,-3.750
33.584,280.466,-7.213
24.452,304.522,-1.830
11.055,336.650,12.518
-7.218,373.155,28.843
-31.328,403.199,37.669
-62.495,417.820,35.828
-100.419,417.934,32.172
-141.866,412.971,41.682
-182.269,411.202,68.851
-219.186,411.425,95.508
-253.260,404.589,89.458
-285.283,384.048,31.357
-313.411,354.283,-64.075
-334.698,328.915,-154.382
-348.879,319.392,-198.784
-358.512,325.377,-183.696
-364.183,336.451,-123.477
-360.922,343.153,-42.077
-341.735,345.739,42.519
-305.406,351.827,118.748
-259.664,366.170,174.336
-215.684,383.693,194.904
-180.067,392.556,170.828
-152.970,383.207,104.393
-133.110,354.435,10.722
-122.023,312.238,-86.989
-121.719,264.769,-165.044
-128.998,218.600,-207.935
-134.566,178.094,-214.644
-129.786,146.352,-196.506
-114.881,125.887,-165.731
-99.886,118.204,-124.609
-96.425,122.028,-67.683
-107.388,131.145,4.197
-123.951,134.500,74.029
-132.738,121.033,115.843
-126.385,87.499,112.334
-107.535,42.831,64.452
-83.106,3.559,-14.610
-55.995,-17.534,-109.654
-23.941,-20.225,-204.436
13.487,-15.412,-276.879
49.078,-15.284,-303.582
71.755,-24.580,-276.730
76.777,-40.126,-215.994
70.818,-56.598,-157.436
65.891,-71.231,-125.517
68.777,-83.798,-115.070
77.129,-94.902,-101.294
84.850,-106.341,-66.488
89.091,-122.327,-15.797
91.276,-147.743,31.389
92.960,-183.827,60.925
92.816,-226.363,72.215
88.136,-269.344,69.792
78.350,-310.151,52.317
66.458,-350.200,13.694
57.134,-390.824,-45.296
53.418,-430.044,-108.990
54.702,-463.841,-152.439
57.580,-489.151,-156.340
58.925,-504.240,-118.571
58.521,-507.077,-53.645
58.800,-495.639,17.703
62.191,-470.468,79.358
69.143,-435.204,123.214
78.675,-393.174,145.304
89.859,-344.736,141.921
101.853,-290.459,112.036
112.935,-236.937,63.328
120.899,-196.117,12.358
125.038,-175.597,-25.703
127.145,-169.825,-48.716
130.050,-164.129,-66.037
135.534,-149.628,-82.496
143.889,-132.966,-85.901
154.527,-128.739,-56.473
165.829,-142.008,7.645
174.793,-160.946,77.179
178.449,-169.030,110.209
176.291,-163.462,87.308
170.362,-158.413,27.861
162.395,-168.792,-28.360
152.239,-192.885,-52.824
140.712,-213.519,-40.636
133.105,-215.938,1.389
136.709,-201.951,67.350
152.884,-185.656,147.947
172.743,-177.885,220.967
183.320,-177.547,258.282
179.051,-177.271,247.176
166.334,-173.653,199.898
156.209,-169.785,137.261
153.447,-169.552,65.985
153.827,-172.511,-20.519
151.378,-174.921,-118.106
146.165,-173.996,-196.843
143.734,-170.081,-218.761
147.787,-165.483,-172.354
155.352,-162.176,-85.600
160.091,-160.171,-2.174
159.457,-157.331,54.163
157.050,-151.258,91.138
157.520,-142.417,127.870
160.343,-135.222,168.514
159.936,-134.673,197.437
151.774,-141.265,197.432
136.911,-150.006,168.772
119.840,-155.277,129.577
103.214,-156.183,99.716
86.513,-156.305,85.974
69.462,-158.534,81.046
54.090,-161.263,72.726
41.704,-160.061,52.586
29.483,-152.467,20.145
13.072,-140.806,-14.687
-7.015,-130.625,-32.016
-24.296,-126.443,-11.707
-33.632,-128.188,49.060
-38.166,-131.122,126.825
-46.202,-129.739,185.552
-61.273,-122.614,202.712
-78.194,-113.363,180.485
-90.233,-106.370,131.704
-97.552,-101.982,62.176
-105.397,-96.958,-26.003
-115.002,-89.325,-118.031
-120.493,-80.825,-186.984
-116.615,-73.447,-218.262
-106.642,-65.202,-226.665
-99.217,-51.923,-238.870
-98.123,-33.414,-259.958
-98.656,-15.449,-267.558
-95.087,-4.023,-242.736
-88.792,1.240,-197.452
-86.627,6.184,-162.140
-92.911,14.980,-149.835
-106.130,25.753,-143.460
-123.372,33.677,-120.800
-144.556,36.590,-82.668
-170.322,36.154,-49.268
-197.925,34.606,-33.881
-222.471,32.515,-29.859
-242.355,30.088,-24.330
-260.990,28.903,-16.475
-281.857,30.987,-16.766
-303.300,36.734,-31.750
-319.793,44.922,-55.246
-327.626,54.621,-74.189
-327.618,65.948,-78.980
-322.354,78.530,-67.733
-312.820,90.237,-45.021
-299.013,98.444,-19.761
-282.641,102.387,-2.284
-267.091,103.565,0.923
-254.282,103.817,-8.625
-242.835,103.824,-23.381
-230.295,103.766,-36.652
-216.490,104.529,-47.156
-203.555,107.155,-56.533
-192.762,111.225,-62.977
-182.762,114.964,-58.105
-171.949,117.609,-31.137
-161.893,120.920,21.797
-156.842,127.184,90.030
-159.090,135.750,149.629
-165.571,142.731,175.268
-170.206,144.951,155.351
-169.792,143.627,98.365
-166.776,142.997,24.995
-165.677,145.186,-46.172
-167.340,147.446,-105.731
-167.763,145.295,-148.565
-162.699,138.009,-166.316
-152.410,130.049,-149.126
-140.939,126.760,-96.540
-131.024,129.189,-24.963
-120.970,133.583,38.866
-107.168,135.610,74.382
-88.885,134.341,79.087
-69.343,131.926,66.125
-51.977,130.066,52.104
-36.821,127.680,47.429
-21.519,122.280,55.354
-5.214,113.148,75.116
10.010,102.652,102.134
21.904,94.370,125.726
31.023,90.233,131.024
39.774,89.481,107.571
49.050,89.923,57.896
57.291,89.804,-2.743
63.285,88.812,-55.713
68.572,88.109,-88.812
75.890,89.727,-98.956
85.802,95.304,-88.683
96.296,104.627,-62.460
105.931,115.341,-25.681
115.991,124.628,15.554
128.509,131.438,55.634
142.791,136.812,90.130
155.132,141.910,114.620
161.966,146.197,123.728
162.530,147.974,113.398
158.798,146.438,85.219
154.750,142.653,47.948
156.901,138.569,13.288
173.644,135.605,-11.229
209.989,134.219,-26.574
260.218,133.891,-40.507
306.844,132.694,-60.864
330.914,127.349,-87.884
327.197,115.143,-110.757
310.206,96.744,-112.573
303.218,76.784,-82.775
318.386,60.656,-28.395
346.099,50.154,27.247
364.584,42.241,60.872
361.290,32.250,68.053
344.963,18.322,66.197
335.681,2.856,76.023
342.944,-9.994,97.294
355.477,-17.992,103.345
354.434,-22.230,63.874
335.662,-25.623,-21.666
315.600,-30.437,-111.233
313.422,-37.033,-144.064
329.470,-44.251,-85.078
344.784,-50.386,46.870
342.113,-53.964,191.729
323.888,-54.360,291.355
306.711,-52.317,325.372
300.042,-49.747,310.345
294.736,-48.388,269.119
274.232,-48.263,205.658
234.021,-47.597,111.883
186.682,-44.584,-4.111
148.347,-39.296,-104.082
123.762,-33.615,-140.673
105.973,-29.100,-95.497
87.539,-24.889,3.517
68.159,-17.884,102.972
51.549,-5.354,163.461
38.868,12.149,183.064
27.946,30.320,188.836
17.281,44.016,208.578
7.338,51.446,246.729
-2.531,55.652,280.422
-15.577,61.276,277.128
-33.938,69.375,222.117
-54.767,75.816,135.021
-72.617,75.505,58.074
-85.712,68.229,20.557
-97.654,59.578,10.181
-111.970,55.757,-17.719
-126.944,58.003,-97.381
-138.064,62.565,-217.209
-144.896,65.497,-328.206
-152.880,66.271,-387.670
-167.231,66.634,-393.287
-186.643,67.462,-375.492
-204.692,68.235,-361.643
-217.051,69.371,-351.632
-225.955,73.441,-325.817
-237.525,82.912,-269.679
-255.818,96.964,-187.366
-279.564,111.479,-95.435
-303.458,122.554,-10.354
-321.943,129.739,56.220
-332.991,135.540,95.261
-339.682,141.965,100.391
-347.844,147.738,72.456
-360.770,148.830,21.982
-376.075,141.684,-35.102
-388.936,126.468,-84.140
-398.584,107.970,-114.366
-409.602,93.314,-118.612
-424.941,87.495,-95.980
-438.791,89.474,-56.382
-439.637,92.150,-17.402
-421.942,87.242,9.414
-392.973,71.640,28.901
-365.596,49.468,52.968
-344.707,27.603,78.102
-323.526,9.212,77.842
-294.361,-7.793,26.055
-260.496,-26.126,-70.976
-234.211,-44.519,-171.929
-223.114,-59.180,-234.465
-221.345,-69.256,-249.918
-216.066,-78.768,-241.532
-200.931,-91.987,-232.268
-180.820,-108.074,-221.192
-164.008,-122.092,-191.445
-152.810,-131.134,-133.190
-143.254,-137.472,-53.494
-131.523,-144.628,30.757
-117.706,-151.709,100.763
-103.467,-153.709,137.596
-88.844,-147.607,127.339
-72.709,-136.471,73.033
-54.820,-126.361,-0.774
-35.792,-119.866,-62.582
-15.908,-114.064,-95.406
4.220,-104.997,-102.091
22.141,-92.935,-91.528
34.881,-82.187,-66.598
42.636,-76.044,-28.837
49.476,-73.071,11.210
58.842,-69.125,37.056
69.324,-62.602,40.863
76.828,-56.553,29.101
80.718,-54.945,10.358
85.563,-57.399,-18.024
95.703,-58.907,-64.813
109.758,-55.297,-126.014
122.512,-47.958,-176.562
131.730,-41.746,-185.661
140.998,-38.293,-141.711
155.186,-33.046,-62.450
174.657,-20.181,17.696
195.257,0.381,69.588
213.078,22.497,82.950
227.480,40.458,65.753
239.443,54.475,35.532
248.838,68.478,10.561
254.634,83.712,4.126
257.128,96.687,21.324
258.511,103.832,57.626
260.913,106.377,99.851
264.621,109.076,130.717
268.574,114.618,136.357
272.023,120.801,113.352
275.194,123.414,70.964
278.771,120.571,27.237
283.382,113.288,1.715
289.277,102.713,8.515
295.309,88.410,51.246
297.719,69.878,120.296
290.919,48.785,194.666
271.137,28.732,250.107
239.927,12.758,269.919
203.483,1.381,250.243
167.896,-7.168,196.061
135.353,-15.403,114.199
105.315,-25.307,12.681
78.482,-37.704,-93.734
57.779,-51.900,-181.915
44.707,-65.645,-228.885
36.207,-75.852,-223.311
27.272,-79.971,-168.078
17.010,-77.193,-73.354
10.504,-68.936,48.408
13.171,-58.441,178.733
23.651,-49.466,289.225
33.615,-44.258,349.739
35.032,-41.962,345.780
26.895,-39.336,287.707
14.600,-34.135,201.157
3.874,-28.461,108.913
-3.673,-28.214,22.844
-9.796,-38.077,-49.710
-16.505,-56.403,-98.541
-24.404,-75.265,-114.039
-32.814,-86.170,-96.470
-39.938,-86.153,-57.190
-43.095,-78.770,-8.325
-40.297,-69.919,47.628
-32.460,-63.334,116.295
-23.607,-59.697,199.143
-18.300,-58.540,282.277
-18.919,-59.518,336.848
-25.353,-61.767,332.755
-36.252,-63.477,258.495
-49.495,-63.509,134.180
-62.142,-63.558,5.262
-72.206,-67.637,-83.812
-81.856,-78.358,-118.141
-97.786,-93.586,-118.510
-126.039,-107.271,-118.440
-165.034,-114.091,-133.888
-203.760,-113.486,-154.829
-227.284,-109.390,-163.615
-224.751,-106.570,-155.992
-194.349,-107.645,-140.787
-144.540,-113.206,-122.470
-93.063,-123.489,-91.612
-62.083,-138.734,-36.628
-66.859,-157.821,37.914
-102.694,-177.506,109.984
-143.069,-193.796,158.450
-156.776,-204.039,179.745
-133.061,-207.334,183.578
-91.120,-203.226,173.759
-62.144,-190.999,138.218
-60.197,-170.883,62.239
-71.635,-145.589,-47.781
-73.679,-119.765,-156.083
-60.414,-97.446,-216.467
-46.650,-80.130,-203.224
-46.905,-67.308,-127.429
-56.544,-58.363,-26.470
-58.176,-53.270,61.081
-43.994,-51.330,113.324
-25.030,-49.834,125.440
-16.171,-44.986,100.545
-17.411,-35.062,44.382
-15.539,-22.923,-32.309
-2.645,-14.738,-111.229
13.921,-15.001,-171.371
22.564,-21.957,-199.314
23.354,-28.273,-195.577
27.432,-27.082,-170.667
41.990,-17.766,-134.821
61.777,-5.447,-91.947
77.474,5.233,-43.601
88.020,14.930,2.491
100.218,27.529,30.806
117.703,44.023,27.657
135.171,60.159,-6.456
144.872,70.945,-54.472
145.635,76.387,-92.913
143.070,81.323,-104.613
142.540,89.723,-83.929
144.635,100.684,-35.327
147.007,110.734,27.411
147.820,118.793,80.958
146.504,127.084,99.059
143.217,137.101,68.301
139.271,146.279,0.494
137.061,149.792,-73.614
137.642,145.163,-126.513
138.558,134.142,-150.336
135.900,120.437,-151.205
129.248,106.977,-131.006
123.322,95.897,-81.318
123.512,89.771,1.381
130.147,90.959,98.267
138.171,99.234,173.075
142.322,110.998,198.595
141.449,121.677,177.528
137.426,128.751,135.272
131.049,132.257,93.070
120.565,133.073,51.192
104.441,131.822,-1.004
84.447,129.486,-62.395
64.906,127.805,-112.649
48.816,127.938,-129.334
35.326,128.947,-110.553
21.389,128.574,-77.996
5.535,125.868,-57.093
-10.568,122.451,-55.399
-24.354,120.686,-60.703
-35.541,120.950,-58.030
-46.496,121.247,-45.441
-59.471,119.357,-32.777
-73.985,114.683,-28.151
-87.242,107.855,-29.508
-96.720,99.258,-30.009
-101.838,88.645,-28.557
-103.146,75.910,-31.784
-100.689,61.404,-45.734
-93.826,45.301,-68.237
-82.568,27.516,-90.968
-68.538,9.120,-107.582
-54.298,-6.470,-117.594
-41.973,-15.002,-122.147
-32.686,-14.980,-118.001
-27.070,-9.517,-97.442
-25.734,-3.762,-54.724
-28.952,-0.200,6.577
-36.100,3.079,71.167
-45.741,9.274,117.320
-56.454,18.654,128.566
-67.679,28.094,105.134
-79.851,34.504,64.852
-93.774,37.629,29.067
-109.660,39.058,4.316
-126.552,39.461,-20.896
-142.688,38.123,-57.766
-156.706,35.204,-95.964
-168.627,33.035,-105.898
-179.428,33.974,-67.107
-189.330,37.226,5.938
-196.693,38.810,70.593
-199.175,35.070,91.671
-196.354,25.833,70.468
-190.883,13.854,38.520
-186.380,1.796,24.925
-183.791,-9.559,31.893
-180.150,-20.224,40.310
-171.393,-29.016,33.552
-156.601,-33.336,12.080
-139.296,-31.042,-12.697
-124.445,-22.532,-32.387
-114.306,-11.112,-45.763
-107.287,-1.297,-51.668
-100.544,3.720,-43.571
-93.089,3.637,-14.520
-86.122,0.514,33.438
-80.787,-3.305,87.292
-76.398,-7.032,131.403
-71.153,-11.455,157.288
-64.125,-17.440,165.615
-55.905,-24.563,160.898
-47.331,-31.196,146.428
-38.226,-35.712,124.010
-27.923,-37.557,95.919
-16.737,-37.327,64.811
-6.216,-36.071,31.899
2.397,-34.579,-2.802
9.672,-33.322,-36.952
17.501,-32.997,-62.832
27.180,-35.011,-69.307
38.281,-41.065,-48.862
49.508,-51.851,-4.710
60.323,-66.099,48.033
71.340,-81.219,89.316
83.237,-95.207,105.512
95.686,-107.917,97.217
107.557,-120.336,77.010
117.909,-132.736,58.296
126.330,-143.914,44.627
132.278,-152.377,29.049
134.425,-157.963,3.510
131.095,-161.838,-31.681
121.544,-164.811,-67.719
106.913,-165.955,-94.905
90.078,-163.262,-108.137
74.690,-155.821,-104.675
64.073,-145.308,-79.706
60.137,-135.247,-28.613
62.361,-128.607,44.286
67.461,-125.859,120.985
70.657,-125.147,177.141
68.354,-124.402,196.704
60.422,-123.486,180.556
50.060,-124.391,141.897
41.198,-129.234,94.526
35.747,-137.921,45.986
33.055,-147.831,0.469
31.642,-155.944,-34.858
31.077,-161.219,-49.506
32.045,-164.679,-37.479
34.923,-167.269,-5.672
38.789,-168.355,27.168
42.094,-166.990,42.929
44.107,-164.421,38.178
45.346,-164.153,25.925
46.515,-168.628,21.821
47.336,-176.147,28.181
46.833,-182.063,33.263
44.660,-183.275,27.020
41.577,-180.816,14.578
38.158,-177.577,10.055
33.320,-174.435,17.335
24.895,-169.926,22.056
12.085,-163.639,6.466
-3.031,-158.223,-30.045
-17.007,-156.862,-69.758
-28.071,-159.380,-95.631
-37.228,-162.252,-106.319
-46.343,-162.524,-109.901
-55.736,-160.544,-107.507
-64.140,-158.314,-89.603
-70.587,-156.321,-48.466
-75.509,-153.226,11.194
-79.843,-148.270,76.456
-83.741,-142.473,136.601
-86.572,-136.967,184.595
-87.615,-131.189,210.268
-85.994,-123.682,198.869
-80.145,-114.322,140.693
-68.468,-104.857,41.804
-51.243,-97.265,-75.525
-31.588,-92.185,-181.979
-13.847,-88.928,-252.284
-0.767,-86.151,-274.060
7.831,-82.129,-253.109
13.984,-75.195,-210.375
19.771,-65.042,-167.122
26.320,-53.710,-127.254
33.696,-44.476,-74.928
41.129,-39.060,5.972
47.665,-35.821,108.103
53.161,-30.977,198.529
58.506,-21.988,243.168
64.312,-10.153,234.175
69.491,0.001,192.730
72.009,4.419,145.747
71.627,3.355,102.545
71.380,1.652,55.845
75.379,4.643,2.369
84.879,13.424,-44.828
96.929,24.474,-69.306
107.100,33.924,-73.461
113.163,41.230,-79.366
115.883,47.945,-102.705
116.890,53.964,-130.175
116.722,57.162,-130.403
115.088,57.278,-88.273
112.189,58.176,-22.149
108.914,64.216,36.284
105.741,74.839,73.716
102.042,84.904,100.285
96.856,91.086,126.552
90.155,96.290,146.273
82.977,106.112,146.282
76.182,121.641,125.468
69.311,137.668,94.543
60.997,148.434,59.105
50.638,153.802,13.091
39.478,158.798,-46.965
29.699,167.973,-108.241
22.264,181.562,-149.832
15.814,196.974,-163.070
7.924,212.559,-157.177
-2.519,229.126,-144.040
-14.263,248.634,-123.554
-24.895,272.575,-88.061
-32.735,301.592,-37.606
-37.561,335.516,14.942
-40.071,372.904,54.028
-41.379,410.633,72.479
-43.067,444.454,71.475
-46.848,470.420,54.190
-53.135,486.282,24.194
-59.662,492.329,-10.690
-62.179,491.355,-38.257
-57.444,487.293,-49.844
-46.078,482.715,-48.424
-32.299,477.098,-46.396
-20.383,468.149,-53.512
-11.089,455.478,-66.940
-1.629,442.486,-73.832
10.788,433.391,-63.364
25.682,428.255,-35.148
39.938,422.433,4.173
51.385,412.219,49.809
60.782,400.121,100.395
69.580,392.367,149.929
76.355,390.607,182.371
76.881,388.276,180.156
68.262,377.308,140.115
52.022,357.568,78.059
32.162,336.690,14.513
10.800,319.749,-42.995
-12.540,302.014,-100.437
-37.025,275.002,-160.556
-57.832,238.666,-210.708
-69.601,203.488,-231.747
-72.474,178.730,-217.937
-72.742,161.657,-183.473
-76.249,142.093,-147.219
-82.130,116.727,-113.755
-84.586,94.197,-72.662
-80.496,83.735,-15.362
-73.327,82.120,51.524
-68.597,76.415,110.880
-66.873,59.379,149.398
-63.209,37.624,163.184
-53.453,22.147,150.563
-39.363,14.011,105.910
-26.423,3.838,26.323
-17.721,-14.873,-75.551
-11.554,-36.505,-169.709
-5.003,-49.747,-224.058
1.886,-50.595,-224.012
6.480,-45.515,-179.416
7.155,-42.724,-115.262
4.977,-44.316,-56.623
1.806,-48.169,-18.690
-1.687,-53.965,-4.221
-5.034,-63.625,-5.656
-5.924,-76.722,-10.492
-1.068,-89.201,-9.003
10.007,-97.941,0.021
22.786,-104.330,10.760
30.599,-111.672,17.909
30.002,-120.625,22.145
23.219,-129.390,27.428
15.596,-137.545,33.851
11.530,-146.897,35.255
13.119,-158.003,25.103
21.537,-168.612,4.361
37.757,-177.694,-17.065
60.855,-189.567,-26.654
86.171,-210.978,-17.442
106.492,-243.386,8.150
116.309,-279.950,40.264
115.859,-311.373,66.968
111.812,-333.824,79.895
114.013,-350.252,77.439
129.948,-365.149,63.832
159.590,-379.906,45.096
193.824,-393.105,25.588
218.892,-403.060,8.152
225.525,-408.662,-3.575
216.228,-408.810,-5.063
203.538,-403.029,5.656
199.233,-393.187,25.192
203.983,-383.572,47.133
207.810,-378.203,67.438
201.194,-377.801,85.778
184.990,-379.353,100.216
168.406,-378.585,102.381
157.827,-373.113,82.078
149.889,-363.754,39.256
136.867,-352.834,-10.232
117.256,-340.561,-44.518
98.208,-322.838,-52.828
87.039,-293.820,-40.967
82.866,-252.363,-18.772
78.675,-206.119,14.174
70.165,-167.366,64.035
59.388,-142.716,122.213
49.459,-126.796,156.100
39.392,-107.628,131.015
27.089,-79.333,46.936
15.375,-48.755,-50.460
10.235,-28.188,-103.430
11.636,-21.551,-91.036
9.996,-19.332,-42.902
-4.062,-8.273,-2.695
-27.193,14.921,18.485
-44.754,41.312,46.536
-46.593,60.916,102.552
-38.899,73.479,165.364
-37.426,85.872,185.175
-49.901,100.299,134.973
-68.475,109.461,40.642
-80.400,105.926,-45.114
-83.131,93.813,-93.958
-85.876,86.568,-119.229
-97.064,91.997,-143.917
-113.722,103.069,-163.775
-124.971,106.866,-152.040
-124.423,100.973,-96.869
-116.632,96.414,-22.289
-111.047,103.052,32.323
-111.558,116.233,46.333
-113.679,122.012,25.853
-111.458,114.323,-14.791
-105.067,102.062,-66.149
-100.021,97.578,-116.039
-99.573,102.115,-141.915
-99.953,106.644,-124.279
-94.650,105.378,-67.735
-82.770,103.162,0.132
-71.255,107.800,53.749
-67.840,119.073,87.281
-72.782,129.421,104.239
-78.870,134.121,98.003
-79.395,136.321,55.168
-74.520,140.978,-19.454
-69.182,147.686,-90.714
-66.242,152.731,-115.741
-63.619,156.308,-80.425
-58.134,163.433,-11.257
-50.322,176.916,48.300
-44.172,192.702,70.929
-42.878,204.401,58.001
-46.252,210.480,27.286
-52.281,213.879,-6.226
-59.809,215.031,-39.118
-68.682,208.871,-74.744
-77.836,190.744,-113.019
-84.477,163.298,-145.862
-85.691,134.841,-163.835
-80.625,111.130,-167.540
-71.015,91.160,-168.994
-59.942,71.704,-176.693
-50.206,53.646,-179.240
-43.331,41.449,-150.218
-39.350,36.875,-75.191
-37.437,35.646,27.443
-37.251,31.452,117.866
-39.972,22.124,168.322
-47.637,10.536,181.574
-60.800,-0.119,175.335
-76.824,-10.340,155.428
-91.172,-22.950,112.614
-101.054,-38.606,45.009
-107.722,-53.808,-26.340
-114.567,-63.688,-71.868
-122.790,-66.422,-80.879
-129.552,-64.789,-67.336
-131.016,-63.660,-47.499
-126.942,-66.159,-19.246
-121.256,-71.961,29.830
-117.713,-78.630,96.440
-115.815,-84.015,152.660
-112.098,-87.320,168.423
-105.198,-88.505,140.905
-98.177,-87.557,97.233
-94.975,-84.719,67.920
-95.433,-80.937,60.953
-95.368,-77.297,62.563
-91.805,-73.889,58.557
-86.812,-69.762,49.358
-85.158,-64.451,44.567
-88.749,-59.204,48.858
-94.595,-56.081,57.933
-98.307,-55.807,66.443
-98.439,-57.106,74.190
-96.699,-58.476,81.889
-94.724,-60.103,83.914
-91.938,-63.310,69.974
-86.759,-68.281,35.437
-78.987,-73.255,-11.906
-70.314,-76.611,-57.099
-62.714,-79.237,-89.712
-56.704,-83.835,-109.683
-51.034,-91.630,-122.417
-43.646,-100.454,-129.989
-33.013,-106.712,-128.199
-19.056,-108.936,-111.975
-3.046,-108.579,-82.918
13.466,-107.291,-51.020
29.779,-104.419,-28.261
46.126,-98.071,-19.232
62.852,-88.232,-17.076
79.920,-77.537,-8.980
97.300,-68.276,12.567
115.299,-59.234,41.845
133.792,-46.433,62.166
151.104,-27.114,57.159
164.269,-2.472,22.935
171.041,23.532,-27.572
171.937,47.251,-71.161
170.390,66.678,-87.605
170.808,80.560,-70.990
175.932,87.787,-31.824
185.029,88.437,11.025
193.912,84.656,42.168
197.080,79.101,56.508
190.960,72.007,57.327
175.938,60.383,49.747
155.490,40.969,36.682
133.789,14.212,20.034
115.217,-14.962,3.669
106.429,-40.567,-6.599
116.504,-59.803,-6.728
150.496,-74.203,1.688
199.768,-87.242,10.998
240.663,-101.303,10.920
249.076,-116.672,-6.487
221.821,-132.421,-42.847
183.428,-147.482,-91.755
166.817,-161.278,-139.607
183.002,-174.381,-169.178
210.429,-188.821,-166.041
217.231,-206.495,-126.200
194.358,-225.927,-60.505
163.696,-240.868,9.223
152.083,-243.847,62.407
161.067,-232.267,92.105
167.223,-210.419,106.633
151.368,-184.576,118.088
120.657,-156.803,128.808
97.600,-125.251,129.925
91.653,-90.559,113.664
89.574,-59.599,85.719
74.948,-40.653,63.896
49.799,-35.225,64.484
30.546,-36.426,90.185
25.568,-35.717,129.181
24.831,-29.777,162.208
14.063,-20.427,170.401
-6.744,-10.244,142.802
-24.584,-0.660,84.593
-30.842,6.651,19.760
-31.199,10.017,-20.807
-36.745,10.863,-21.351
-50.186,14.294,6.823
-64.899,23.993,37.505
-75.401,37.062,53.629
-83.814,46.355,56.915
-95.055,48.420,54.979
-109.453,47.056,46.393
-123.203,47.835,25.210
-134.826,50.869,-1.862
-148.136,51.291,-12.064
-167.957,46.359,13.106
-194.490,39.545,65.518
-222.945,36.786,112.962
-248.016,40.708,125.874
-267.850,50.301,101.128
-284.123,64.966,60.748
-299.464,86.024,29.941
-315.165,113.361,16.045
-330.758,142.423,4.660
-345.259,166.355,-26.551
-359.026,180.746,-87.534
-374.591,184.962,-164.021
-394.977,179.034,-224.762
-419.835,161.648,-244.404
-442.566,133.832,-222.844
-452.245,105.173,-182.242
-440.590,93.695,-144.615
-409.131,114.460,-114.062
-370.260,163.716,-82.048
-340.322,214.326,-46.416
-329.360,232.737,-19.136
-334.716,207.696,-13.763
-342.791,163.962,-29.813
-337.872,142.463,-53.578
-312.588,161.375,-72.145
-272.774,197.515,-81.810
-232.185,210.901,-83.411
-200.311,188.107,-76.326
-174.429,155.489,-61.533
-144.946,146.052,-46.229
-109.280,159.380,-37.814
-78.002,163.780,-32.781
-64.048,137.542,-19.174
-66.422,96.411,4.663
-68.845,72.329,18.738
-56.988,72.412,-1.595
-34.381,72.577,-54.676
-17.358,52.812,-105.428
-15.078,24.937,-116.081
-19.237,15.398,-82.952
-15.431,28.230,-37.563
-0.752,39.839,-11.515
14.396,31.682,-6.680
20.798,14.484,-3.336
21.634,11.211,8.557
27.217,24.409,15.381
42.026,33.622,-1.913
60.626,24.353,-43.176
75.295,6.702,-88.107
83.694,-0.736,-116.484
87.909,3.535,-122.847
89.220,4.556,-111.268
87.124,-6.258,-83.073
82.986,-20.034,-35.598
81.680,-24.948,28.773
87.846,-23.220,97.866
101.237,-26.989,155.634
116.797,-41.452,190.341
129.325,-59.730,196.716
137.627,-74.185,174.842
144.504,-85.928,131.692
153.586,-100.302,82.104
166.456,-117.762,41.733
182.181,-134.065,15.014
198.901,-147.692,-7.487
215.899,-162.391,-35.348
234.647,-181.873,-61.932
258.059,-205.665,-66.432
288.071,-231.879,-35.861
322.977,-261.252,16.289
356.654,-295.358,57.218
380.902,-331.443,62.527
389.660,-361.746,36.428
381.946,-378.844,5.098
361.329,-380.472,-7.230
332.745,-368.588,5.299
299.544,-345.238,33.254
262.905,-311.000,65.081
223.430,-267.291,95.575
183.226,-218.758,125.561
146.643,-172.227,157.490
118.550,-132.974,190.430
100.841,-101.866,215.975
90.180,-75.968,219.390
80.216,-52.144,189.691
67.254,-30.575,132.028
53.701,-15.002,68.027
44.870,-9.356,19.777
42.422,-13.967,-7.404
42.388,-25.048,-24.999
40.299,-37.661,-45.608
36.605,-48.717,-71.083
35.148,-57.284,-96.108
37.118,-63.183,-116.895
39.386,-66.619,-130.415
39.769,-69.039,-128.302
41.391,-72.760,-101.273
49.131,-78.522,-54.188
62.583,-83.713,-10.803
75.565,-84.097,4.893
83.369,-77.560,-7.228
87.945,-65.564,-23.673
93.835,-50.850,-23.960
100.654,-34.638,-12.383
102.678,-16.933,-8.922
96.230,0.984,-21.617
84.760,15.782,-34.802
74.886,24.520,-26.365
68.897,27.512,8.140
63.390,28.318,51.757
54.893,31.018,82.745
44.475,37.559,89.849
35.849,47.115,72.643
30.588,57.006,34.436
26.929,64.031,-19.744
22.742,65.700,-80.053
17.985,61.098,-132.174
13.793,50.884,-163.535
10.442,36.340,-168.867
7.265,18.533,-150.075
4.302,-1.264,-113.026
3.201,-20.268,-65.598
6.298,-33.911,-16.510
14.877,-37.963,27.450
27.838,-32.005,63.899
41.394,-21.147,92.702
50.331,-13.424,110.101
50.934,-13.810,106.599
43.828,-19.755,73.737
33.815,-23.220,14.593
25.936,-18.526,-53.140
21.190,-8.657,-106.272
16.393,-2.724,-130.000
8.455,-6.264,-124.590
-1.718,-14.756,-100.789
